tckt_id,acct_ref,sub_ref,tckt_cat,prio_cd,tckt_stat,opened_ts,first_resp_ts,resolved_ts,assigned_agent,contact_channel,sla_hrs,csat_score,internal_note
TCK01076,AC014,SUB00005,technical,medium,closed,2022-05-11 00:00:00,2022-05-12 05:00:00,2022-05-18 18:00:00,,email,24.0,5.0,customer angry
TCK01077,AC049,SUB00320,feature_request,urgent,reopened,2023-01-29 00:00:00,2023-01-30 17:00:00,,Emily Davis,email,48.0,4.0,follow up needed
TCK01078,AC133,,billing,urgent,pending,2024-03-21 00:00:00,2024-03-21 18:00:00,2024-03-30 02:00:00,Marek Nowak,,4.0,3.0,
TCK01079,AC093,SUB01823,account,high,closed,2024-04-24 00:00:00,2024-04-26 23:00:00,,Tom Wilson,EMAIL,,2.0,follow up needed
TCK01080,AC160,,technical,,reopened,2023-09-04 00:00:00,2023-09-05 13:00:00,2023-09-13 10:00:00,Emily Davis,chat,48.0,4.0,customer angry
TCK01081,AC128,SUB00494,,urgent,open,2022-11-02 00:00:00,2022-11-02 18:00:00,2022-11-03 02:00:00,Tom Wilson,web,8.0,4.0,
TCK01082,AC161,SUB01730,account,urgent,resolved,2023-07-23 00:00:00,2023-07-25 08:00:00,2023-07-26 12:00:00,Marek Nowak,,,4.0,
TCK01083,AC114,SUB01957,billing,high,reopened,2022-06-16 00:00:00,2022-06-17 17:00:00,2022-06-19 01:00:00,,phone,8.0,3.0,
TCK01084,AC014,,feature_request,high,closed,2023-07-18 00:00:00,,,Sarah Brown,phone,,1.0,
TCK01085,AC053,SUB00420,other,low,resolved ,2022-11-28 00:00:00,2022-12-01 00:00:00,,Sarah Brown,web,4.0,1.0,follow up needed
TCK01086,AC069,,billing,high,resolved,2022-06-05 00:00:00,2022-06-05 20:00:00,2022-06-08 09:00:00,Tom Wilson,email,48.0,3.0,customer angry
TCK01087,AC141,SUB01226,feature_request,medium,reopened,2023-05-20 00:00:00,2023-05-20 07:00:00,2023-05-27 04:00:00,John Miller,chat,48.0,2.0,customer angry
TCK01088,AC034,,,,open,2024-02-21 00:00:00,2024-02-22 09:00:00,2024-02-23 00:00:00,Anna Kowalska,,8.0,4.0,customer angry
TCK01089,AC074,SUB00546,technical,,resolved,2022-02-13 00:00:00,2022-02-14 05:00:00,2022-02-23 12:00:00,Tom Wilson,web,48.0,1.0,billing escalation
TCK01090,AC113,SUB00586,feature_request,,open,2024-02-23 00:00:00,2024-02-23 03:00:00,2024-03-01 14:00:00,Anna Kowalska,chat,,1.0,follow up needed
TCK01091,AC179,,other,high,reopened,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-08-24 21:00:00,Sarah Brown,web,8.0,2.0,billing escalation
TCK01092,AC125,SUB02500,other,urgent,pending,2022-01-08 00:00:00,2022-01-09 12:00:00,2022-01-13 12:00:00,Marek Nowak,EMAIL,24.0,3.0,follow up needed
TCK01093,AC032,SUB01803,account,urgent,open,2022-12-01 00:00:00,2022-12-03 02:00:00,,,EMAIL,,4.0,follow up needed
TCK01094,AC008,SUB00873,technical,medium,reopened,2022-07-09 00:00:00,2022-07-11 01:00:00,2022-07-19 00:00:00,Emily Davis,,8.0,5.0,
TCK01095,AC162,SUB00621,account,medium,reopened,2023-01-05 00:00:00,2023-01-06 05:00:00,2023-01-15 16:00:00,Anna Kowalska,phone,4.0,2.0,follow up needed
TCK01096,AC156,SUB02524,,high,closed,2024-05-31 00:00:00,2024-06-02 15:00:00,2024-06-06 19:00:00,A. Kowalska,EMAIL,8.0,4.0,
TCK01097,AC062,SUB00890,billing,low,open,2023-07-29 00:00:00,2023-07-30 07:00:00,,Anna Kowalska,email,24.0,1.0,
TCK01098,AC041,,billing,high,pending,2023-04-01 00:00:00,2023-04-04 00:00:00,2023-04-05 01:00:00,Marek Nowak,web,24.0,1.0,
TCK01099,AC080,,billing,high,pending,2023-03-04 00:00:00,2023-03-05 14:00:00,2023-03-15 05:00:00,Emily Davis,web,8.0,1.0,customer angry
TCK01100,AC142,SUB02415,technical,urgent,reopened,2023-05-03 00:00:00,2023-05-03 14:00:00,,,phone,24.0,1.0,billing escalation
